Tipo_esercizio_storico_pe,Insegna,Tipo_via,Descrizione_via,Civico,Codice_via,ZD,Forma_vendita,Settore_storico_pe,Superficie_somministrazione,Isolato,Forma_commercio_solo_somministrazione_boolean,Forma_commercio_somministrazione/minuto_boolean,Forma_commercio_prev_somministrazione_boolean,Forma_commercio_prev_minuto_boolean,Ingresso
bar caffetteria,unspecified,VLE,ELVEZIA,40,7085,1,misto,"bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda,self service,fast food;tavola fredda;terza bottiglia",340.0,127,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,FAENZA,20,5350,6,al banco,bar caffetteria;bar gastronomici e simili,60.0,63,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,FAMAGOSTA,200,5353,6,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,84.0,76,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,FAMAGOSTA,310,5353,6,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,43.0,67,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,FAMAGOSTA,380,5353,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000;tavola fredda,68.0,77,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GIOVANNI DA CERMENATE,280,5261,5,al banco,bar caffetteria;bar gastronomici e simili;giochi legge 388/2000;tavola fredda,33.0,22,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GIOVANNI DA CERMENATE,680,5261,5,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,78.0,24,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GORIZIA,300,5156,6,al banco,bar caffetteria;bar gastronomici e simili;ristorante,47.0,57,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GORIZIA,60,5156,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,83.0,53,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GORIZIA,80,5156,6,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda;terza bottiglia,142.0,56,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GRAN SASSO,10,2243,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,35.0,40,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,GRAN SASSO,20,2243,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,49.0,63,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,JENNER EDOARDO,140,1230,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,53.0,88,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,JENNER EDOARDO,720,1230,9,misto,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda",40.0,63,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,LIGURIA,480,5264,6,al banco,"bar caffetteria;elettronica,automatica,meccanica;tavola fredda",30.0,157,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,LOMBARDIA,640,2400,3,misto,bar caffetteria;tavola fredda,33.0,8,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,LUCANIA,80,4173,4,al banco,bar caffetteria;giochi legge 388/2000;prodotti di gastronomia,57.0,57,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,LUNIGIANA,200,1214,2,misto,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola calda;tavola calda,self service,fast food;tavola fredda",72.0,149,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,LUNIGIANA,70,1214,2,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,79.0,198,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MARCHE,400,1360,9,al banco,bar caffetteria;prodotti di gastronomia,36.0,84,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MISURATA,620,6123,6,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria,62.0,152,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE CENERI,140,7176,8,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;tavola fredda,56.0,305,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE GRAPPA,90,1101,1,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,40.0,325,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTELLO,200,7126,1,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,46.0,123,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE NERO,230,3062,1,misto,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda;wine,birreria,pub,enoteca,caffetteria,the",104.0,133,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE NERO,40,3062,4,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,43.0,163,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE NERO,510,3062,1,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;wine,birreria,pub,enoteca,caffetteria,the",81.0,68,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE NERO,570,3062,1,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,55.0,68,True,False,True,False,V.LE REGINA MARGHERITA
bar caffetteria,unspecified,VLE,MONTE NERO,570,3062,1,al tavolo,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda;wine,birreria,pub,enoteca,caffetteria,the",73.0,68,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONTE SANTO,100,1056,9,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;tavola fredda",75.0,333,True,False,False,True,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,1060,2274,2,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,75.0,269,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,160,2274,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,29.0,352,False,False,False,False,CENTRO ESTETICO
bar caffetteria,unspecified,VLE,MONZA,1700,2274,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,25.0,104,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,2080,2274,2,misto,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria",61.0,101,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,3190,2274,2,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;pizzeria;pizzeria e simili;ristorante,109.0,30,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,3250,2274,2,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,53.0,29,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,40,2274,2,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,46.0,352,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,40,2274,2,misto,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,76.0,352,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,60,2274,2,misto,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;gelateria;genere merceologico soggetto ad autorizzazione sanitaria",35.0,352,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,780,2274,2,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;trattoria,50.0,312,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,80,2274,2,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,29.0,352,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,MONZA,610,2274,2,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,21.0,346,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PAPINIANO,470,5097,1,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,71.0,61,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PAPINIANO,570,5097,1,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,22.0,59,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PAPINIANO,570,5097,1,al banco,bar caffetteria;bar gastronomici e simili;prodotti di gastronomia;tavola fredda,35.0,59,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,PLINIO CAIO SECONDO,30,2144,3,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,60.0,78,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PICENO,290,3114,4,al banco,bar caffetteria;bar gastronomici e simili;prodotti di gastronomia;tavola fredda,35.0,22,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PICENO,50,3114,4,al banco,bar caffetteria;biliardo;bocce;carte,34.0,41,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PIRELLI PIERO E ALBERTO,140,1727,9,misto,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda;tavola calda,self service,fast food",99.0,97,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PREMUDA,100,3063,4,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000,26.0,24,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,PREMUDA,420,3063,4,misto,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda;tavola calda,self service,fast food",207.0,2,True,False,True,False,ANCHE IN M.MELLONI 1
bar caffetteria,unspecified,VLE,REGINA GIOVANNA,240,2157,3,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati,71.0,147,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,REGINA GIOVANNA,250,2157,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,76.0,113,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,REGINA GIOVANNA,24,2157,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,21.0,147,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ROMAGNA,20,3102,3,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,68.0,186,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ROMAGNA,590,3102,3,al banco,bar caffetteria;bar gastronomici e simili,43.0,110,True,False,True,False,VIA GUERRINI)
bar caffetteria,unspecified,VLE,SABOTINO,160,4046,5,misto,bar gastronomici e simili,33.0,111,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SABOTINO,200,4046,5,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,47.0,112,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SABOTINO,240,4046,5,al banco,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria",38.0,112,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SABOTINO,20,4046,5,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,57.0,171,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SABOTINO,90,4046,5,al banco,bar caffetteria;bar gastronomici e simili,74.0,92,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SAN GIMIGNANO,130,6613,6,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,41.0,37,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SAN GIMIGNANO,370,6613,6,al banco,bar caffetteria;biliardo;bocce;carte;cibi cotti preconfezionati;tavola fredda,40.0,26,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SAN MICHELE DEL CARSO,190,6212,1,misto,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,99.0,237,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SAN MICHELE DEL CARSO,10,6212,1,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,55.0,237,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SAN MICHELE DEL CARSO,200,6212,7,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;seconda bottiglia;tavola fredda,71.0,260,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SARCA,1630,1427,9,al banco,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda,self service,fast food;tavola fredda",71.0,50,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SARCA,1930,1427,9,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,93.0,48,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SARCA,730,1427,9,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,40.0,154,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SARCA,910,1427,9,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,19.0,150,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,STELVIO,200,1227,9,al banco,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;elettronica,automatica,meccanica",36.0,171,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,STELVIO,520,1227,9,misto,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda,self service,fast food",71.0,161,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SUZZANI GIOVANNI,1400,1446,9,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria,79.0,92,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SUZZANI GIOVANNI,2700,1446,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria,48.0,31,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,SUZZANI GIOVANNI,2830,1446,9,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,47.0,25,False,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TEODORICO,70,7160,8,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,69.0,339,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TESTI FULVIO,1770,1441,9,al banco,bar caffetteria;cibi cotti;gioco video,23.0,91,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TESTI FULVIO,2200,1441,9,misto,bar caffetteria;ristorante;tavola calda,152.0,47,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TESTI FULVIO,640,1441,9,al banco,bar caffetteria,38.0,153,False,True,False,True,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TESTI FULVIO,780,1441,9,al banco,bar caffetteria;pizzeria;pizzeria e simili;ristorante;tavola calda,92.0,149,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TIBALDI,140,5234,5,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,58.0,158,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TORELLI LUIGI,50,1232,9,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;ristorante,110.0,95,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TUNISIA,250,2121,3,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,141.0,121,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,TUNISIA,410,2121,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,55.0,117,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,UMBRIA,1090,3145,4,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,46.0,61,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,UMBRIA,290,3145,4,al banco,"bar caffetteria;carte;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",55.0,177,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,UMBRIA,830,3145,4,al banco,bar caffetteria;bar gastronomici e simili,48.0,76,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,UNGHERIA,280,3357,4,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati,38.0,110,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,VAN GOGH VINCENT,20,2698,3,al banco,bar caffetteria;bar gastronomici e simili;disco piano american bar serali;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda;terza bottiglia,81.0,503,True,False,True,False,PARCO LAMBRO
